TotalRevenue,TotalOrders,FirstPurchase,LastPurchase,RetentionPeriodDays,AverageOrderValue,RevenueSegment,RegionSegment,RetentionPeriodYears,PurchaseFrequency,CLTV
9530.08,13,10-01-2010 13:41,23-02-2010 15:17,44,733.0830769,VIP,United Kingdom,0.120547945,107.8409091,9531
3152.54,159,16-12-2009 16:24,30-11-2010 14:48,348,19.8272956,VIP,United Kingdom,0.953424658,166.7672414,3153
311.77,43,26-09-2010 11:58,26-09-2010 11:58,0,7.250465116,Medium,United Kingdom,0,0,0
2.95,1,17-12-2009 12:49,17-12-2009 12:49,0,2.95,Low,United Kingdom,0,0,0
422.86,40,04-03-2010 10:46,15-08-2010 14:20,164,10.5715,Medium,United Kingdom,0.449315068,89.02439024,423
2646.74,271,10-12-2009 11:55,29-11-2010 13:03,354,9.766568266,VIP,United Kingdom,0.969863014,279.420904,2647
3985.14,55,28-03-2010 13:36,16-11-2010 14:54,233,72.45709091,VIP,United Kingdom,0.638356164,86.15879828,3986
527.32,114,28-05-2010 16:11,15-11-2010 13:13,170,4.625614035,High,United Kingdom,0.465753425,244.7647059,528
4722.6,205,18-12-2009 16:57,27-10-2010 11:53,312,23.03707317,VIP,United Kingdom,0.854794521,239.8237179,4723
214.8,1,02-12-2009 14:09,02-12-2009 14:09,0,214.8,Medium,United Kingdom,0,0,0
2174.07,113,09-12-2009 14:20,17-09-2010 12:25,281,19.23955752,VIP,United Kingdom,0.769863014,146.7793594,2175
447.05,18,01-12-2009 18:07,08-12-2009 15:25,6,24.83611111,Medium,United Kingdom,0.016438356,1095,448
7304.8,244,01-12-2009 09:50,30-09-2010 17:13,303,29.93770492,VIP,United Kingdom,0.830136986,293.9273927,7305
2919.44,166,23-02-2010 14:16,14-09-2010 13:41,202,17.58698795,VIP,United Kingdom,0.553424658,299.950495,2920
5252.19,88,08-12-2009 07:42,29-11-2010 15:53,356,59.68397727,VIP,United Kingdom,0.975342466,90.2247191,5253
977.56,59,12-04-2010 11:07,09-11-2010 09:13,210,16.56881356,High,United Kingdom,0.575342466,102.547619,978
622.67,22,11-02-2010 11:44,26-07-2010 12:36,165,28.30318182,High,United Kingdom,0.452054795,48.66666667,623
458.45,15,07-10-2010 11:59,07-10-2010 11:59,0,30.56333333,Medium,United Kingdom,0,0,0
183.37,11,21-12-2009 14:52,29-11-2010 10:33,342,16.67,Medium,United Kingdom,0.936986301,11.73976608,184
362.42,13,02-12-2009 14:22,29-10-2010 15:11,331,27.87846154,Medium,United Kingdom,0.906849315,14.33534743,363
436.18,24,06-12-2009 15:35,06-12-2009 15:35,0,18.17416667,Medium,United Kingdom,0,0,0
466.33,28,21-09-2010 14:51,21-09-2010 14:51,0,16.65464286,Medium,United Kingdom,0,0,0
1190.37,73,10-10-2010 11:53,24-11-2010 16:56,45,16.30643836,VIP,United Kingdom,0.123287671,592.1111111,1191
286.71,19,06-06-2010 14:05,06-06-2010 14:05,0,15.09,Medium,United Kingdom,0,0,0
1467.48,57,09-05-2010 14:54,05-11-2010 09:59,179,25.74526316,VIP,United Kingdom,0.490410959,116.2290503,1468
1377.86,154,11-12-2009 16:33,29-11-2010 17:11,353,8.947142857,VIP,United Kingdom,0.967123288,159.2351275,1378
168.22,46,01-03-2010 11:59,01-03-2010 11:59,0,3.656956522,Medium,United Kingdom,0,0,0
305.5,8,06-12-2009 12:10,06-12-2009 12:10,0,38.1875,Medium,United Kingdom,0,0,0
11123.35,180,10-12-2009 09:25,22-11-2010 12:26,347,61.79638889,VIP,United Kingdom,0.950684932,189.3371758,11124
4953.61,122,02-12-2009 08:58,07-12-2010 12:37,370,40.60336066,VIP,United Kingdom,1.01369863,120.3513514,4954
1570.81,106,08-12-2009 09:19,04-11-2010 11:53,331,14.81896226,VIP,United Kingdom,0.906849315,116.8882175,1571
332.7,11,13-01-2010 12:30,13-01-2010 12:30,0,30.24545455,Medium,United Kingdom,0,0,0
670.98,43,15-06-2010 09:17,06-08-2010 14:00,52,15.60418605,High,United Kingdom,0.142465753,301.8269231,671
671.34,44,03-03-2010 15:13,01-12-2010 16:33,273,15.25772727,High,United Kingdom,0.747945205,58.82783883,672
30.6,1,10-08-2010 15:17,10-08-2010 15:17,0,30.6,Low,United Kingdom,0,0,0
3857.85,14,08-04-2010 09:47,06-09-2010 09:53,151,275.5607143,VIP,United Kingdom,0.41369863,33.8410596,3858
5259.3,246,13-01-2010 16:04,21-11-2010 15:55,311,21.37926829,VIP,United Kingdom,0.852054795,288.7138264,5260
2106.8,25,09-03-2010 13:43,16-11-2010 08:11,251,84.272,VIP,United Kingdom,0.687671233,36.35458167,2107
309.09,14,21-10-2010 14:08,21-10-2010 14:08,0,22.07785714,Medium,United Kingdom,0,0,0
679.45,44,23-12-2009 10:54,04-02-2010 15:35,43,15.44204545,High,United Kingdom,0.117808219,373.4883721,680
1376.05,84,18-02-2010 13:57,17-11-2010 14:20,272,16.38154762,VIP,United Kingdom,0.745205479,112.7205882,1377
233.4,17,13-08-2010 14:35,13-08-2010 14:35,0,13.72941176,Medium,United Kingdom,0,0,0
5115.08,240,13-01-2010 12:47,23-11-2010 17:53,314,21.31283333,VIP,United Kingdom,0.860273973,278.9808917,5116
196549.74,2646,01-12-2009 12:30,03-12-2010 11:48,366,74.28183673,VIP,EIRE,1.002739726,2638.770492,196550
553.8,39,03-03-2010 16:49,15-11-2010 15:10,256,14.2,High,United Kingdom,0.701369863,55.60546875,554
3230.45,661,03-12-2009 12:31,25-11-2010 13:32,357,4.887216339,VIP,United Kingdom,0.978082192,675.8123249,3231
8421.47,107,10-01-2010 12:06,08-04-2010 14:30,88,78.7053271,VIP,United Kingdom,0.24109589,443.8068182,8422
2182.46,199,13-12-2009 11:46,05-12-2010 13:18,357,10.96713568,VIP,United Kingdom,0.978082192,203.4593838,2183
148.71,6,03-09-2010 17:15,03-09-2010 17:15,0,24.785,Medium,United Kingdom,0,0,0
251.15,51,23-03-2010 15:10,22-07-2010 19:42,121,4.924509804,Medium,United Kingdom,0.331506849,153.8429752,252
711.7,65,27-01-2010 16:07,01-09-2010 17:15,217,10.94923077,High,United Kingdom,0.594520548,109.3317972,712
370.45,15,24-05-2010 12:28,15-10-2010 10:49,143,24.69666667,Medium,United Kingdom,0.391780822,38.28671329,371
621.51,64,21-09-2010 13:39,05-10-2010 08:45,13,9.71109375,High,United Kingdom,0.035616438,1796.923077,622
570.18,145,09-11-2010 14:06,29-11-2010 13:10,19,3.932275862,High,United Kingdom,0.052054795,2785.526316,571
135,6,09-12-2009 13:50,09-12-2009 13:50,0,22.5,Medium,United Kingdom,0,0,0
369.02,44,07-03-2010 10:58,13-04-2010 13:26,37,8.386818182,Medium,United Kingdom,0.101369863,434.0540541,370
135.16,4,09-12-2009 12:46,08-03-2010 13:24,89,33.79,Medium,United Kingdom,0.243835616,16.40449438,136
4456.58,182,22-03-2010 10:43,17-10-2010 13:59,209,24.4867033,VIP,United Kingdom,0.57260274,317.84689,4457
339.11,15,23-11-2010 13:21,07-12-2010 11:45,13,22.60733333,Medium,United Kingdom,0.035616438,421.1538462,340
1660.23,164,26-02-2010 11:59,23-11-2010 14:23,270,10.12335366,VIP,United Kingdom,0.739726027,221.7037037,1661
1570.73,61,09-06-2010 14:56,02-12-2010 13:08,175,25.74967213,VIP,United Kingdom,0.479452055,127.2285714,1571
308.35,52,26-05-2010 12:32,25-10-2010 08:27,151,5.929807692,Medium,United Kingdom,0.41369863,125.6953642,309
678.77,50,22-04-2010 15:36,22-09-2010 11:45,152,13.5754,High,United Kingdom,0.416438356,120.0657895,679
278.34,34,15-08-2010 15:36,24-10-2010 14:45,69,8.186470588,Medium,United Kingdom,0.189041096,179.8550725,279
1550.63,104,05-03-2010 11:17,08-10-2010 13:30,217,14.90990385,VIP,United Kingdom,0.594520548,174.9308756,1551
123.5,8,23-08-2010 12:06,23-08-2010 12:06,0,15.4375,Medium,United Kingdom,0,0,0
1160.31,51,16-11-2010 09:28,06-12-2010 11:42,20,22.75117647,VIP,United Kingdom,0.054794521,930.75,1161
79.9,1,11-02-2010 14:27,11-02-2010 14:27,0,79.9,Low,United Kingdom,0,0,0
132.9,6,11-12-2009 10:48,10-11-2010 12:27,334,22.15,Medium,United Kingdom,0.915068493,6.556886228,133
293.74,14,16-11-2010 17:44,16-11-2010 17:44,0,20.98142857,Medium,United Kingdom,0,0,0
356.8,22,08-11-2010 12:31,08-11-2010 12:31,0,16.21818182,Medium,United Kingdom,0,0,0
7321.07,373,06-01-2010 12:16,12-11-2010 12:26,310,19.62753351,VIP,United Kingdom,0.849315068,439.1774194,7322
1603.6,9,15-03-2010 17:12,26-09-2010 14:06,194,178.1777778,VIP,United Kingdom,0.531506849,16.93298969,1604
390.05,20,25-10-2010 10:01,25-10-2010 10:01,0,19.5025,Medium,United Kingdom,0,0,0
868.33,52,05-01-2010 10:07,04-11-2010 13:50,303,16.69865385,High,United Kingdom,0.830136986,62.64026403,869
906.3,16,27-06-2010 12:13,12-10-2010 08:25,106,56.64375,High,United Kingdom,0.290410959,55.09433962,907
379.2,21,01-04-2010 13:01,01-04-2010 13:01,0,18.05714286,Medium,United Kingdom,0,0,0
446.1,18,30-04-2010 13:00,26-10-2010 18:51,179,24.78333333,Medium,United Kingdom,0.490410959,36.70391061,447
847.76,29,25-03-2010 10:36,23-11-2010 17:13,243,29.23310345,High,United Kingdom,0.665753425,43.55967078,848
339.34,16,07-11-2010 13:35,07-11-2010 13:35,0,21.20875,Medium,United Kingdom,0,0,0
874.22,181,02-12-2009 13:26,13-10-2010 13:32,315,4.829944751,High,United Kingdom,0.863013699,209.7301587,875
1947.5,99,07-03-2010 12:20,10-11-2010 14:37,248,19.67171717,VIP,United Kingdom,0.679452055,145.7056452,1948
856.85,51,02-11-2010 11:37,16-11-2010 18:20,14,16.80098039,High,United Kingdom,0.038356164,1329.642857,857
157.8,2,21-01-2010 09:33,21-01-2010 09:33,0,78.9,Medium,United Kingdom,0,0,0
415.31,25,06-06-2010 13:11,06-06-2010 13:11,0,16.6124,Medium,United Kingdom,0,0,0
2919.84,144,22-01-2010 10:28,19-11-2010 13:58,301,20.27666667,VIP,United Kingdom,0.824657534,174.6179402,2920
3955.68,227,06-01-2010 10:17,03-12-2010 12:43,331,17.42590308,VIP,United Kingdom,0.906849315,250.3172205,3956
2161.19,128,09-12-2009 12:48,24-10-2010 12:54,319,16.88429688,VIP,United Kingdom,0.873972603,146.4576803,2162
1119.66,12,20-09-2010 11:48,20-09-2010 11:48,0,93.305,VIP,United Kingdom,0,0,0
1192.2,5,31-10-2010 10:37,31-10-2010 10:37,0,238.44,VIP,United Kingdom,0,0,0
1626.61,84,08-12-2009 09:35,06-12-2010 15:34,363,19.36440476,VIP,United Kingdom,0.994520548,84.46280992,1627
310.74,18,21-10-2010 15:07,21-10-2010 15:07,0,17.26333333,Medium,United Kingdom,0,0,0
1411.91,81,30-06-2010 12:54,08-12-2010 13:28,161,17.43098765,VIP,United Kingdom,0.44109589,183.6335404,1412
543.89,36,03-08-2010 14:42,26-10-2010 10:34,83,15.10805556,High,United Kingdom,0.22739726,158.313253,544
882.6,17,19-05-2010 13:26,21-05-2010 13:29,2,51.91764706,High,United Kingdom,0.005479452,3102.5,883
3084.69,154,06-04-2010 14:10,16-09-2010 14:41,163,20.03045455,VIP,United Kingdom,0.446575342,344.8466258,3085
831.98,116,13-06-2010 13:46,14-11-2010 13:53,154,7.172241379,High,United Kingdom,0.421917808,274.9350649,832
2031.07,86,12-01-2010 15:02,01-10-2010 10:32,261,23.61709302,VIP,United Kingdom,0.715068493,120.2681992,2032
770.34,31,24-09-2010 14:32,24-09-2010 14:32,0,24.84967742,High,United Kingdom,0,0,0
3017.75,202,08-02-2010 09:38,21-10-2010 10:49,255,14.93935644,VIP,United Kingdom,0.698630137,289.1372549,3018
745.5,38,11-06-2010 12:29,28-09-2010 09:45,108,19.61842105,High,United Kingdom,0.295890411,128.4259259,746
1046.84,32,25-08-2010 11:47,01-11-2010 13:04,68,32.71375,VIP,United Kingdom,0.18630137,171.7647059,1047
979.8,33,09-06-2010 13:56,30-09-2010 09:07,112,29.69090909,High,United Kingdom,0.306849315,107.5446429,980
309.91,19,15-09-2010 09:52,15-09-2010 09:52,0,16.31105263,Medium,United Kingdom,0,0,0
1441.55,38,05-03-2010 16:35,31-08-2010 15:03,178,37.93552632,VIP,United Kingdom,0.487671233,77.92134831,1442
1573.13,69,30-03-2010 13:36,29-07-2010 17:24,121,22.79898551,VIP,United Kingdom,0.331506849,208.1404959,1574
1253.78,35,22-07-2010 14:27,02-12-2010 18:49,133,35.82228571,VIP,United Kingdom,0.364383562,96.05263158,1254
471.14,26,28-04-2010 10:04,01-12-2010 13:20,217,18.12076923,Medium,United Kingdom,0.594520548,43.73271889,472
287.38,5,05-12-2009 10:58,15-02-2010 11:39,72,57.476,Medium,United Kingdom,0.197260274,25.34722222,288
1882.32,98,05-12-2009 12:36,04-10-2010 15:01,303,19.20734694,VIP,United Kingdom,0.830136986,118.0528053,1883
357.15,19,12-10-2010 12:48,12-10-2010 12:48,0,18.79736842,Medium,United Kingdom,0,0,0
120,2,12-01-2010 15:11,12-01-2010 15:11,0,60,Medium,United Kingdom,0,0,0
4842.28,230,20-08-2010 13:41,09-12-2010 08:34,110,21.0533913,VIP,United Kingdom,0.301369863,763.1818182,4843
366.42,16,17-02-2010 11:40,17-02-2010 11:40,0,22.90125,Medium,United Kingdom,0,0,0
616.79,93,06-06-2010 15:07,31-10-2010 13:58,146,6.632150538,High,United Kingdom,0.4,232.5,617
730.37,39,12-07-2010 14:27,06-09-2010 14:04,55,18.7274359,High,United Kingdom,0.150684932,258.8181818,731
5400.461,272,29-01-2010 14:21,25-10-2010 12:34,268,19.85463603,VIP,United Kingdom,0.734246575,370.4477612,5401
350.99,10,23-11-2010 13:36,23-11-2010 13:36,0,35.099,Medium,United Kingdom,0,0,0
363.4,12,26-03-2010 15:08,03-08-2010 14:55,129,30.28333333,Medium,United Kingdom,0.353424658,33.95348837,364
601.03,23,03-10-2010 11:52,03-10-2010 11:52,0,26.13173913,High,United Kingdom,0,0,0
1000.63,1,11-06-2010 15:54,11-06-2010 15:54,0,1000.63,VIP,United Kingdom,0,0,0
1491.73,80,14-01-2010 10:35,05-08-2010 09:30,202,18.646625,VIP,United Kingdom,0.553424658,144.5544554,1492
2854.73,134,01-03-2010 15:36,24-11-2010 16:00,268,21.30395522,VIP,United Kingdom,0.734246575,182.5,2855
19381.36,189,04-12-2009 08:36,09-11-2010 10:08,340,102.5468783,VIP,United Kingdom,0.931506849,202.8970588,19382
824.28,51,09-06-2010 11:23,25-08-2010 14:55,77,16.16235294,High,United Kingdom,0.210958904,241.7532468,825
322.93,16,12-10-2010 14:09,12-10-2010 14:09,0,20.183125,Medium,United Kingdom,0,0,0
1183.39,62,07-04-2010 13:21,25-11-2010 17:42,232,19.08693548,VIP,United Kingdom,0.635616438,97.54310345,1184
843.17,48,06-04-2010 14:39,01-09-2010 12:20,147,17.56604167,High,Unspecified,0.402739726,119.1836735,844
40.56,1,07-10-2010 13:32,07-10-2010 13:32,0,40.56,Low,United Kingdom,0,0,0
354.85,19,26-08-2010 10:45,26-08-2010 10:45,0,18.67631579,Medium,United Kingdom,0,0,0
295.73,16,26-09-2010 12:53,26-09-2010 12:53,0,18.483125,Medium,United Kingdom,0,0,0
101.86,28,26-10-2010 17:01,26-10-2010 17:01,0,3.637857143,Medium,United Kingdom,0,0,0
482.85,31,06-05-2010 14:01,26-05-2010 09:49,19,15.57580645,Medium,United Kingdom,0.052054795,595.5263158,483
256.6,15,22-01-2010 12:51,22-01-2010 12:51,0,17.10666667,Medium,United Kingdom,0,0,0
1189.38,23,11-04-2010 12:32,09-11-2010 09:06,211,51.71217391,VIP,United Kingdom,0.578082192,39.78672986,1190
982.94,57,17-02-2010 13:10,28-10-2010 17:13,253,17.2445614,High,United Kingdom,0.693150685,82.23320158,983
13009.61,157,13-12-2009 15:43,24-10-2010 12:44,314,82.86375796,VIP,France,0.860273973,182.5,13010
205.83,13,26-10-2010 12:07,26-10-2010 12:07,0,15.83307692,Medium,United Kingdom,0,0,0
191.86,3,27-01-2010 16:34,07-07-2010 08:42,160,63.95333333,Medium,United Kingdom,0.438356164,6.84375,192
245.15,7,27-10-2010 14:45,27-10-2010 14:45,0,35.02142857,Medium,United Kingdom,0,0,0
4120.32,98,15-02-2010 11:22,07-12-2010 12:21,295,42.04408163,VIP,United Kingdom,0.808219178,121.2542373,4121
628.44,41,19-05-2010 12:22,02-09-2010 14:46,106,15.32780488,High,United Kingdom,0.290410959,141.1792453,629
704.4,35,24-02-2010 12:06,24-02-2010 12:06,0,20.12571429,High,United Kingdom,0,0,0
1374.41,34,08-12-2009 14:13,14-07-2010 14:07,217,40.42382353,VIP,United Kingdom,0.594520548,57.18894009,1375
3851.01,219,04-12-2009 08:40,31-10-2010 15:39,331,17.58452055,VIP,United Kingdom,0.906849315,241.4954683,3852
2201.91,50,08-12-2009 11:44,22-10-2010 12:03,318,44.0382,VIP,United Kingdom,0.871232877,57.38993711,2202
4020.85,257,09-12-2009 10:46,24-11-2010 09:47,349,15.64533074,VIP,United Kingdom,0.956164384,268.782235,4021
4354.32,93,19-03-2010 11:10,25-10-2010 12:18,220,46.82064516,VIP,United Kingdom,0.602739726,154.2954545,4355
2221.37,73,10-12-2009 10:57,06-12-2010 10:18,360,30.42972603,VIP,United Kingdom,0.98630137,74.01388889,2222
375.34,23,28-10-2010 16:25,28-10-2010 16:25,0,16.31913043,Medium,United Kingdom,0,0,0
2196.71,67,08-12-2009 09:49,27-09-2010 09:48,292,32.78671642,VIP,United Kingdom,0.8,83.75,2197
456.4,27,14-05-2010 14:34,14-10-2010 14:14,152,16.9037037,Medium,United Kingdom,0.416438356,64.83552632,457
39667.19,1227,11-12-2009 13:49,29-11-2010 13:35,352,32.32859821,VIP,United Kingdom,0.964383562,1272.315341,39668
10533.87,197,02-12-2009 10:58,09-12-2010 10:30,371,53.47142132,VIP,United Kingdom,1.016438356,193.8140162,10534
1352.04,40,11-02-2010 13:07,19-10-2010 14:09,250,33.801,VIP,United Kingdom,0.684931507,58.4,1353
742.9,28,02-12-2009 08:16,05-10-2010 08:10,306,26.53214286,High,United Kingdom,0.838356164,33.39869281,743
277.94,22,01-10-2010 10:31,28-10-2010 15:37,27,12.63363636,Medium,United Kingdom,0.073972603,297.4074074,278
1341.56,71,18-05-2010 10:50,25-11-2010 10:20,190,18.89521127,VIP,United Kingdom,0.520547945,136.3947368,1342
1058.08,13,31-01-2010 13:42,26-11-2010 10:44,298,81.39076923,VIP,United Kingdom,0.816438356,15.92281879,1059
2075.31,130,07-12-2009 13:06,01-12-2010 11:41,358,15.96392308,VIP,United Kingdom,0.980821918,132.5418994,2076
1147.02,2,08-06-2010 16:39,08-06-2010 16:48,0,573.51,VIP,United Kingdom,0,0,0
1428.28,72,07-06-2010 10:24,22-10-2010 13:18,137,19.83722222,VIP,United Kingdom,0.375342466,191.8248175,1429
492.1,22,03-10-2010 12:34,03-10-2010 12:34,0,22.36818182,Medium,United Kingdom,0,0,0
206.19,11,21-05-2010 10:28,21-05-2010 10:28,0,18.74454545,Medium,United Kingdom,0,0,0
1478.7,93,23-07-2010 15:05,26-11-2010 11:40,125,15.9,VIP,United Kingdom,0.342465753,271.56,1479
109.8,2,05-10-2010 08:00,05-10-2010 08:00,0,54.9,Medium,United Kingdom,0,0,0
716.69,32,15-03-2010 12:49,24-05-2010 13:56,70,22.3965625,High,United Kingdom,0.191780822,166.8571429,717
1370.34,31,19-03-2010 15:18,13-10-2010 16:31,208,44.20451613,VIP,United Kingdom,0.569863014,54.39903846,1371
158.02,9,05-09-2010 15:32,05-09-2010 15:32,0,17.55777778,Medium,United Kingdom,0,0,0
494.85,26,11-10-2010 13:38,11-10-2010 13:38,0,19.03269231,Medium,United Kingdom,0,0,0
868.96,50,21-01-2010 11:44,11-06-2010 12:45,141,17.3792,High,United Kingdom,0.38630137,129.4326241,869
687.31,56,23-08-2010 12:56,04-10-2010 12:48,41,12.27339286,High,United Kingdom,0.112328767,498.5365854,688
474.1,13,18-02-2010 08:49,06-10-2010 15:17,230,36.46923077,Medium,United Kingdom,0.630136986,20.63043478,475
701.61,41,15-01-2010 13:31,26-10-2010 11:44,283,17.11243902,High,United Kingdom,0.775342466,52.87985866,702
245.48,18,19-05-2010 09:20,19-05-2010 09:20,0,13.63777778,Medium,United Kingdom,0,0,0
757.13,49,25-06-2010 12:10,02-09-2010 13:29,69,15.45163265,High,United Kingdom,0.189041096,259.2028986,758
1583.28,94,08-01-2010 14:04,22-11-2010 15:24,318,16.84340426,VIP,United Kingdom,0.871232877,107.8930818,1584
445.05,1,27-09-2010 16:01,27-09-2010 16:01,0,445.05,Medium,United Kingdom,0,0,0
4912.38,294,16-12-2009 15:31,29-11-2010 15:53,348,16.70877551,VIP,United Kingdom,0.953424658,308.362069,4913
200.63,13,26-03-2010 09:10,26-03-2010 09:10,0,15.43307692,Medium,United Kingdom,0,0,0
1077.2,37,19-10-2010 13:01,23-11-2010 15:24,35,29.11351351,VIP,United Kingdom,0.095890411,385.8571429,1078
1766.27,96,20-05-2010 10:04,10-10-2010 10:33,143,18.39864583,VIP,United Kingdom,0.391780822,245.034965,1767
339.88,19,21-06-2010 10:32,21-06-2010 10:32,0,17.88842105,Medium,United Kingdom,0,0,0
310.75,9,07-10-2010 08:50,07-10-2010 08:50,0,34.52777778,Medium,United Kingdom,0,0,0
2285.04,137,01-12-2009 12:20,15-10-2010 15:52,318,16.67912409,VIP,United Kingdom,0.871232877,157.2484277,2286
249.88,12,24-08-2010 13:03,03-10-2010 12:46,39,20.82333333,Medium,United Kingdom,0.106849315,112.3076923,250
1079.66,234,18-01-2010 16:47,14-10-2010 13:05,268,4.613931624,VIP,United Kingdom,0.734246575,318.6940299,1080
2443.77,172,23-03-2010 15:47,07-12-2010 10:51,258,14.20796512,VIP,United Kingdom,0.706849315,243.3333333,2444
1294.17,86,30-07-2010 10:44,10-10-2010 14:19,72,15.04848837,VIP,United Kingdom,0.197260274,435.9722222,1295
82.6,6,03-12-2009 10:49,03-12-2009 10:49,0,13.76666667,Low,United Kingdom,0,0,0
689.1,41,05-10-2010 15:52,24-11-2010 12:01,49,16.80731707,High,United Kingdom,0.134246575,305.4081633,690
285.9,19,04-10-2010 12:38,25-10-2010 14:46,21,15.04736842,Medium,United Kingdom,0.057534247,330.2380952,286
840.05,60,22-03-2010 15:08,09-12-2010 12:16,261,14.00083333,High,United Kingdom,0.715068493,83.90804598,841
400.06,25,07-10-2010 17:26,15-11-2010 15:51,38,16.0024,Medium,United Kingdom,0.104109589,240.1315789,401
214.71,14,10-05-2010 12:29,10-05-2010 12:29,0,15.33642857,Medium,United Kingdom,0,0,0
227.47,8,14-09-2010 14:39,02-11-2010 17:01,49,28.43375,Medium,United Kingdom,0.134246575,59.59183673,228
634.68,51,27-01-2010 09:44,10-11-2010 09:52,287,12.44470588,High,United Kingdom,0.78630137,64.86062718,635
136,1,02-07-2010 17:23,02-07-2010 17:23,0,136,Medium,United Kingdom,0,0,0
469.13,26,16-02-2010 10:28,07-03-2010 15:47,19,18.04346154,Medium,United Kingdom,0.052054795,499.4736842,470
1175.78,44,01-02-2010 08:35,15-09-2010 10:53,226,26.72227273,VIP,United Kingdom,0.619178082,71.0619469,1176
860.08,38,19-04-2010 15:57,22-09-2010 16:17,156,22.63368421,High,United Kingdom,0.42739726,88.91025641,861
108,7,16-06-2010 14:25,16-06-2010 14:25,0,15.42857143,Medium,United Kingdom,0,0,0
871.26,139,16-06-2010 14:34,15-09-2010 14:45,91,6.268057554,High,United Kingdom,0.249315068,557.5274725,872
215.46,18,25-01-2010 15:36,25-01-2010 15:36,0,11.97,Medium,United Kingdom,0,0,0
131.25,9,28-03-2010 12:22,28-03-2010 12:22,0,14.58333333,Medium,United Kingdom,0,0,0
917.06,82,16-08-2010 15:31,11-11-2010 16:29,87,11.18365854,High,United Kingdom,0.238356164,344.0229885,918
48.96,1,26-01-2010 17:11,26-01-2010 17:11,0,48.96,Low,United Kingdom,0,0,0
423.26,56,14-09-2010 16:15,14-09-2010 16:15,0,7.558214286,Medium,United Kingdom,0,0,0
578.14,153,14-11-2010 16:32,14-11-2010 16:32,0,3.77869281,High,United Kingdom,0,0,0
58.5,3,27-07-2010 09:53,27-07-2010 09:53,0,19.5,Low,United Kingdom,0,0,0
3488.16,228,20-01-2010 11:54,02-12-2010 11:02,315,15.29894737,VIP,United Kingdom,0.863013699,264.1904762,3489
854.55,42,28-04-2010 14:57,11-10-2010 10:04,165,20.34642857,High,United Kingdom,0.452054795,92.90909091,855
1731.16,202,10-10-2010 14:30,02-12-2010 11:57,52,8.57009901,VIP,United Kingdom,0.142465753,1417.884615,1732
135.6,14,12-05-2010 09:42,12-05-2010 09:42,0,9.685714286,Medium,United Kingdom,0,0,0
266.4,14,03-10-2010 12:56,03-10-2010 12:56,0,19.02857143,Medium,United Kingdom,0,0,0
93.8,6,24-05-2010 10:43,24-05-2010 10:43,0,15.63333333,Low,United Kingdom,0,0,0
4630.7,458,18-04-2010 13:12,02-12-2010 18:15,228,10.11069869,VIP,United Kingdom,0.624657534,733.2017544,4631
1591.74,210,02-12-2009 14:21,03-12-2010 15:19,366,7.579714286,VIP,United Kingdom,1.002739726,209.4262295,1592
707.79,53,30-06-2010 11:57,03-11-2010 13:46,126,13.3545283,High,United Kingdom,0.345205479,153.531746,708
2108.21,192,03-02-2010 13:09,10-11-2010 13:23,280,10.98026042,VIP,United Kingdom,0.767123288,250.2857143,2109
1157.77,48,18-03-2010 12:11,27-10-2010 13:59,223,24.12020833,VIP,United Kingdom,0.610958904,78.56502242,1158
2744.42,84,14-12-2009 13:22,11-10-2010 15:25,301,32.67166667,VIP,United Kingdom,0.824657534,101.8604651,2745
285.6,8,25-02-2010 13:20,25-02-2010 13:20,0,35.7,Medium,United Kingdom,0,0,0
404.7,5,10-03-2010 14:00,29-04-2010 08:47,49,80.94,Medium,United Kingdom,0.134246575,37.24489796,405
1404.04,106,20-12-2009 14:40,05-12-2010 16:00,350,13.24566038,VIP,United Kingdom,0.95890411,110.5428571,1405
195,2,18-11-2010 11:40,18-11-2010 11:40,0,97.5,Medium,United Kingdom,0,0,0
1503.24,22,07-12-2009 12:18,25-08-2010 13:08,261,68.32909091,VIP,United Kingdom,0.715068493,30.76628352,1504
1696.64,52,21-05-2010 16:45,06-12-2010 15:06,198,32.62769231,VIP,United Kingdom,0.542465753,95.85858586,1697
1531.63,196,28-09-2010 15:46,28-11-2010 14:57,60,7.814438776,VIP,United Kingdom,0.164383562,1192.333333,1532
656.16,41,11-10-2010 12:33,11-10-2010 12:33,0,16.00390244,High,United Kingdom,0,0,0
643.47,74,19-01-2010 14:27,25-10-2010 14:41,279,8.695540541,High,United Kingdom,0.764383562,96.81003584,644
902.35,21,30-11-2010 10:12,30-11-2010 10:12,0,42.96904762,High,United Kingdom,0,0,0
6124.52,655,16-12-2009 14:08,25-11-2010 13:51,343,9.350412214,VIP,United Kingdom,0.939726027,697.0116618,6125
524.65,117,17-11-2010 10:55,17-11-2010 10:55,0,4.484188034,High,United Kingdom,0,0,0
202.85,23,22-11-2010 11:09,22-11-2010 11:09,0,8.819565217,Medium,United Kingdom,0,0,0
1251.65,64,17-01-2010 12:41,08-11-2010 10:49,294,19.55703125,VIP,United Kingdom,0.805479452,79.45578231,1252
1656.26,69,17-01-2010 11:30,15-07-2010 12:30,179,24.00376812,VIP,United Kingdom,0.490410959,140.698324,1657
6007.88,330,17-12-2009 12:12,30-11-2010 10:43,347,18.20569697,VIP,United Kingdom,0.950684932,347.1181556,6008
